"Time","Z"
1773210379000,96102
1773210379010,90948
1773210379020,91718
1773210379030,86143
1773210379040,88961
1773210379050,90334
1773210379060,92542
1773210379070,87940
1773210379080,90241
1773210379090,88642
1773210379100,97735
1773210379110,104897
1773210379120,105734
1773210379130,90531
1773210379140,80989
1773210379150,73493
1773210379160,79485
1773210379170,84649
1773210379180,92069
1773210379190,90553
1773210379200,89485
1773210379210,85750
1773210379220,88777
1773210379230,85047
1773210379240,84613
1773210379250,79813
1773210379260,83386
1773210379270,84801
1773210379280,87772
1773210379290,81801
1773210379300,82851
1773210379310,79956
1773210379320,85507
1773210379330,85322
1773210379340,87532
1773210379350,82837
1773210379360,83002
1773210379370,80729
1773210379380,87479
1773210379390,88494
1773210379400,88546
1773210379410,83092
1773210379420,83522
1773210379430,83073
1773210379440,85765
1773210379450,79862
1773210379460,78586
1773210379470,75025
1773210379480,81278
1773210379490,84119
1773210379500,89766
1773210379510,86383
1773210379520,86049
1773210379530,78944
1773210379540,82269
1773210379550,79472
1773210379560,79431
1773210379570,75124
1773210379580,76584
1773210379590,75542
1773210379600,80499
1773210379610,75880
1773210379620,75253
1773210379630,74505
1773210379640,81422
1773210379650,80801
1773210379660,82169
1773210379670,74980
1773210379680,74445
1773210379690,73787
1773210379700,80509
1773210379710,79914
1773210379720,79746
1773210379730,75163
1773210379740,76324
1773210379750,75135
1773210379760,75592
1773210379770,71663
1773210379780,75654
1773210379790,72668
1773210379800,74617
1773210379810,67819
1773210379820,67388
1773210379830,65804
1773210379840,73091
1773210379850,76137
1773210379860,77756
1773210379870,70794
1773210379880,70255
1773210379890,65122
1773210379900,68756
1773210379910,70018
1773210379920,72212
1773210379930,67881
1773210379940,70719
1773210379950,71542
1773210379960,74650
1773210379970,67835
1773210379980,61719
1773210379990,55413
1773210380000,62894
1773210380010,65524
1773210380020,69938
1773210380030,68127
1773210380040,70696
1773210380050,69010
1773210380060,69058
1773210380070,59229
1773210380080,58411
1773210380090,58590
1773210380100,66411
1773210380110,66188
1773210380120,64990
1773210380130,57781
1773210380140,57594
1773210380150,56742
1773210380160,63190
1773210380170,59424
1773210380180,56140
1773210380190,50787
1773210380200,53309
1773210380210,51119
1773210380220,53802
1773210380230,52569
1773210380240,59090
1773210380250,61227
1773210380260,65966
1773210380270,60644
1773210380280,56199
1773210380290,49321
1773210380300,52060
1773210380310,52823
1773210380320,58125
1773210380330,54696
1773210380340,53943
1773210380350,51512
1773210380360,56651
1773210380370,55267
1773210380380,55768
1773210380390,47850
1773210380400,48025
1773210380410,44576
1773210380420,47103
1773210380430,42945
1773210380440,42031
1773210380450,40539
1773210380460,45823
1773210380470,45887
1773210380480,49328
1773210380490,42158
1773210380500,38806
1773210380510,35620
1773210380520,38855
1773210380530,40727
1773210380540,46037
1773210380550,42315
1773210380560,44179
1773210380570,40165
1773210380580,43826
1773210380590,41512
1773210380600,42699
1773210380610,38547
1773210380620,40246
1773210380630,35908
1773210380640,37336
1773210380650,35535
1773210380660,37424
1773210380670,34011
1773210380680,38001
1773210380690,36536
1773210380700,38650
1773210380710,35144
1773210380720,35660
1773210380730,31572
1773210380740,33528
1773210380750,33859
1773210380760,39500
1773210380770,36312
1773210380780,30803
1773210380790,24076
1773210380800,30625
1773210380810,32330
1773210380820,38740
1773210380830,46559
1773210380840,52474
1773210380850,40229
1773210380860,27547
1773210380870,13952
1773210380880,14254
1773210380890,12768
1773210380900,15491
1773210380910,13914
1773210380920,20146
1773210380930,21803
1773210380940,28735
1773210380950,29646
1773210380960,30202
1773210380970,23384
1773210380980,19561
1773210380990,14363
1773210381000,15605
1773210381010,15217
1773210381020,21881
1773210381030,21134
1773210381040,19066
1773210381050,12842
1773210381060,14459
1773210381070,12513
1773210381080,18192
1773210381090,18928
1773210381100,21572
1773210381110,12685
1773210381120,10873
1773210381130,8642
1773210381140,11901
1773210381150,10921
1773210381160,14025
1773210381170,7374
1773210381180,4530
1773210381190,2276
1773210381200,9286
1773210381210,11660
1773210381220,16481
1773210381230,15284
1773210381240,13733
1773210381250,3496
1773210381260,-924
1773210381270,-2383
1773210381280,6149
1773210381290,8628
1773210381300,12199
1773210381310,10002
1773210381320,9714
1773210381330,3568
1773210381340,2729
1773210381350,1050
1773210381360,6062
1773210381370,3441
1773210381380,6614
1773210381390,6617
1773210381400,9107
1773210381410,1608
1773210381420,-1363
1773210381430,-5859
1773210381440,-3752
1773210381450,-5113
1773210381460,-101
1773210381470,-2042
1773210381480,-610
1773210381490,-1741
1773210381500,-111
1773210381510,-6065
1773210381520,-9244
1773210381530,-15055
1773210381540,-8771
1773210381550,-4896
1773210381560,-1084
1773210381570,-3454
1773210381580,-2680
1773210381590,-4484
1773210381600,-6235
1773210381610,-15165
1773210381620,-14391
1773210381630,-14513
1773210381640,-8442
1773210381650,-10691
1773210381660,-10110
1773210381670,-14321
1773210381680,-11805
1773210381690,-11754
1773210381700,-7787
1773210381710,-10073
1773210381720,-10599
1773210381730,-16154
1773210381740,-16574
1773210381750,-19750
1773210381760,-16809
1773210381770,-17093
1773210381780,-13975
1773210381790,-14899
1773210381800,-12668
1773210381810,-14690
1773210381820,-14556
1773210381830,-17755
1773210381840,-15380
1773210381850,-20306
1773210381860,-21441
1773210381870,-24843
1773210381880,-22676
1773210381890,-24212
1773210381900,-24127
1773210381910,-25886
1773210381920,-25572
1773210381930,-25828
1773210381940,-23785
1773210381950,-25270
1773210381960,-21892
1773210381970,-24747
1773210381980,-21260
1773210381990,-27237
1773210382000,-26203
1773210382010,-26651
1773210382020,-24155
1773210382030,-23428
1773210382040,-25063
1773210382050,-35664
1773210382060,-32762
1773210382070,-31467
1773210382080,-30342
1773210382090,-29128
1773210382100,-25851
1773210382110,-33620
1773210382120,-33248
1773210382130,-30145
1773210382140,-22983
1773210382150,-31118
1773210382160,-34304
1773210382170,-35335
1773210382180,-28452
1773210382190,-31849
1773210382200,-37380
1773210382210,-41135
1773210382220,-35585
1773210382230,-33818
1773210382240,-28484
1773210382250,-29748
1773210382260,-37242
1773210382270,-47922
1773210382280,-44350
1773210382290,-38527
1773210382300,-30004
1773210382310,-32893
1773210382320,-35598
1773210382330,-42158
1773210382340,-40276
1773210382350,-43871
1773210382360,-32001
1773210382370,-39130
1773210382380,-53583
1773210382390,-60419
1773210382400,-42643
1773210382410,-24213
1773210382420,-26142
1773210382430,-42242
1773210382440,-52084
1773210382450,-56999
1773210382460,-51256
1773210382470,-50456
1773210382480,-48421
1773210382490,-51906
1773210382500,-51932
1773210382510,-48237
1773210382520,-37296
1773210382530,-38885
1773210382540,-40082
1773210382550,-45679
1773210382560,-48111
1773210382570,-49428
1773210382580,-39326
1773210382590,-38757
1773210382600,-42114
1773210382610,-52781
1773210382620,-55010
1773210382630,-53111
1773210382640,-48601
1773210382650,-51581
1773210382660,-47043
1773210382670,-42933
1773210382680,-41813
1773210382690,-50457
1773210382700,-48664
1773210382710,-48207
1773210382720,-47122
1773210382730,-47317
1773210382740,-43859
1773210382750,-50365
1773210382760,-51748
1773210382770,-57351
1773210382780,-60007
1773210382790,-57717
1773210382800,-51999
1773210382810,-51472
1773210382820,-51984
1773210382830,-56094
1773210382840,-50921
1773210382850,-50780
1773210382860,-48260
1773210382870,-53041
1773210382880,-48589
1773210382890,-51057
1773210382900,-51950
1773210382910,-57630
1773210382920,-55019
1773210382930,-56203
1773210382940,-56144
