"Time","Z"
1773209955000,-4275538
1773209955010,-4287341
1773209955020,-305893
1773209955030,3975696
1773209955040,4577638
1773209955050,948010
1773209955060,-3553220
1773209955070,-4737221
1773209955080,-1514871
1773209955090,3133586
1773209955100,4879809
1773209955110,2117938
1773209955120,-2601964
1773209955130,-4886690
1773209955140,-2626291
1773209955150,2093911
1773209955160,4877870
1773209955170,3152948
1773209955180,-1487610
1773209955190,-4729116
1773209955200,-3570226
1773209955210,922160
1773209955220,4570773
1773209955230,3990801
1773209955240,-277991
1773209955250,-4275660
1773209955260,-4289694
1773209955270,-309365
1773209955280,3975524
1773209955290,4578504
1773209955300,950671
1773209955310,-3549284
1773209955320,-4734627
1773209955330,-1516009
1773209955340,3132494
1773209955350,4878172
1773209955360,2116653
1773209955370,-2601988
1773209955380,-4885378
1773209955390,-2626076
1773209955400,2093268
1773209955410,4876857
1773209955420,3154581
1773209955430,-1486712
1773209955440,-4728875
1773209955450,-3570468
1773209955460,921052
1773209955470,4568712
1773209955480,3991035
1773209955490,-276883
1773209955500,-4274099
1773209955510,-4288165
1773209955520,-307602
1773209955530,3973620
1773209955540,4577356
1773209955550,950463
1773209955560,-3551099
1773209955570,-4736425
1773209955580,-1515609
1773209955590,3130863
1773209955600,4877139
1773209955610,2116726
1773209955620,-2600841
1773209955630,-4884471
1773209955640,-2624337
1773209955650,2094420
1773209955660,4878197
1773209955670,3155334
1773209955680,-1485224
1773209955690,-4727958
1773209955700,-3569355
1773209955710,920195
1773209955720,4567800
1773209955730,3989641
1773209955740,-277358
1773209955750,-4273763
1773209955760,-4287664
1773209955770,-308779
1773209955780,3972797
1773209955790,4575739
1773209955800,950076
1773209955810,-3550565
1773209955820,-4734426
1773209955830,-1514701
1773209955840,3131094
1773209955850,4876879
1773209955860,2115984
1773209955870,-2602470
1773209955880,-4884842
1773209955890,-2625563
1773209955900,2093603
1773209955910,4876449
1773209955920,3154445
1773209955930,-1485674
1773209955940,-4727699
1773209955950,-3569329
