"Time","Z"
1773209955000,-2153875
1773209955010,2369543
1773209955020,4699030
1773209955030,2688499
1773209955040,-1809841
1773209955050,-4608465
1773209955060,-3118985
1773209955070,1287440
1773209955080,4507582
1773209955090,3563208
1773209955100,-676019
1773209955110,-4272242
1773209955120,-3887952
1773209955130,121150
1773209955140,4031267
1773209955150,4213577
1773209955160,501153
1773209955170,-3666404
1773209955180,-4411339
1773209955190,-1049413
1773209955200,3303611
1773209955210,4599822
1773209955220,1647298
1773209955230,-2827886
1773209955240,-4657576
1773209955250,-2153057
1773209955260,2368969
1773209955270,4700710
1773209955280,2691632
1773209955290,-1807083
1773209955300,-4609464
1773209955310,-3119519
1773209955320,1283561
1773209955330,4504858
1773209955340,3562232
1773209955350,-674123
1773209955360,-4271461
1773209955370,-3885806
1773209955380,121296
1773209955390,4030936
1773209955400,4212092
1773209955410,502231
1773209955420,-3665870
1773209955430,-4410932
1773209955440,-1051660
1773209955450,3303447
1773209955460,4599224
1773209955470,1648316
1773209955480,-2826495
1773209955490,-4655813
1773209955500,-2154661
1773209955510,2368060
1773209955520,4698633
1773209955530,2690130
1773209955540,-1807718
1773209955550,-4606946
1773209955560,-3120021
1773209955570,1284884
1773209955580,4506391
1773209955590,3563222
1773209955600,-674467
1773209955610,-4269025
1773209955620,-3886011
1773209955630,121065
1773209955640,4029520
1773209955650,4211478
1773209955660,500169
1773209955670,-3666457
1773209955680,-4412671
1773209955690,-1052108
1773209955700,3301851
1773209955710,4598954
1773209955720,1647842
1773209955730,-2824813
1773209955740,-4655198
1773209955750,-2153033
1773209955760,2367745
1773209955770,4698876
1773209955780,2690094
1773209955790,-1805866
1773209955800,-4606243
1773209955810,-3118267
1773209955820,1284267
1773209955830,4505629
1773209955840,3561224
1773209955850,-674197
1773209955860,-4269619
1773209955870,-3885067
1773209955880,121760
1773209955890,4031056
1773209955900,4211626
1773209955910,501931
1773209955920,-3665579
1773209955930,-4410747
1773209955940,-1052042
1773209955950,3302216
1773209955960,4598170
1773209955970,1648238
1773209955980,-2825392
1773209955990,-4655303
1773209956000,-2155342
1773209956010,2366349
1773209956020,4696324
1773209956030,2689151
1773209956040,-1807908
1773209956050,-4607318
1773209956060,-3118304
1773209956070,1284501
1773209956080,4504137
1773209956090,3563833
1773209956100,-672633
1773209956110,-4268203
1773209956120,-3885700
1773209956130,120774
1773209956140,4029179
1773209956150,4211802
1773209956160,501230
