"Time","Z"
1773211775000,5244920
1773211775010,5513212
1773211775020,5694186
1773211775030,5790305
1773211775040,5794927
1773211775050,5713615
1773211775060,5542250
1773211775070,5288763
1773211775080,4950093
1773211775090,4533260
1773211775100,4040183
1773211775110,3484401
1773211775120,2875013
1773211775130,2224263
1773211775140,1533224
1773211775150,818093
1773211775160,84193
1773211775170,-652774
1773211775180,-1384709
1773211775190,-2092346
1773211775200,-2762003
1773211775210,-3381764
1773211775220,-3950546
1773211775230,-4436255
1773211775240,-4847628
1773211775250,-5193601
1773211775260,-5466079
1773211775270,-5649912
1773211775280,-5745166
1773211775290,-5749952
1773211775300,-5671594
1773211775310,-5504792
1773211775320,-5254986
1773211775330,-4917806
1773211775340,-4501570
1773211775350,-4009105
1773211775360,-3455432
1773211775370,-2848629
1773211775380,-2200422
1773211775390,-1512955
1773211775400,-799269
1773211775410,-68180
1773211775420,667017
1773211775430,1401386
1773211775440,2113551
1773211775450,2789778
1773211775460,3413416
1773211775470,3983513
1773211775480,4473004
1773211775490,4890354
1773211775500,5237968
1773211775510,5510320
1773211775520,5694638
1773211775530,5789751
1773211775540,5793763
1773211775550,5711666
1773211775560,5541472
1773211775570,5290147
1773211775580,4953032
1773211775590,4536493
1773211775600,4042577
1773211775610,3483957
1773211775620,2870911
1773211775630,2219584
1773211775640,1530947
1773211775650,817347
1773211775660,87236
1773211775670,-649604
1773211775680,-1385222
1773211775690,-2094848
1773211775700,-2763213
1773211775710,-3382406
1773211775720,-3949159
1773211775730,-4435189
1773211775740,-4847596
1773211775750,-5191765
1773211775760,-5463315
1773211775770,-5647812
1773211775780,-5743787
1773211775790,-5749121
1773211775800,-5669986
1773211775810,-5502430
1773211775820,-5252644
1773211775830,-4917747
1773211775840,-4501927
1773211775850,-4009740
1773211775860,-3456545
1773211775870,-2849679
1773211775880,-2201123
1773211775890,-1512937
1773211775900,-799547
1773211775910,-69147
1773211775920,666634
1773211775930,1400084
1773211775940,2112297
1773211775950,2789227
1773211775960,3412552
1773211775970,3980463
1773211775980,4469995
1773211775990,4890429
1773211776000,5238410
1773211776010,5509371
1773211776020,5693733
1773211776030,5789020
1773211776040,5793888
1773211776050,5712082
1773211776060,5542559
1773211776070,5289516
1773211776080,4950853
1773211776090,4533364
1773211776100,4040022
1773211776110,3484510
1773211776120,2873210
1773211776130,2219574
1773211776140,1530530
1773211776150,819224
1773211776160,89301
1773211776170,-647913
1773211776180,-1382528
1773211776190,-2092959
1773211776200,-2764369
1773211776210,-3384138
1773211776220,-3949452
1773211776230,-4435356
1773211776240,-4845490
1773211776250,-5190347
1773211776260,-5462088
1773211776270,-5646408
1773211776280,-5743567
1773211776290,-5750074
1773211776300,-5670441
1773211776310,-5502207
1773211776320,-5251930
1773211776330,-4916724
1773211776340,-4501222
1773211776350,-4009853
1773211776360,-3455026
1773211776370,-2848579
1773211776380,-2201427
1773211776390,-1513909
1773211776400,-798894
1773211776410,-67839
1773211776420,667825
1773211776430,1400908
1773211776440,2111496
1773211776450,2786147
1773211776460,3409561
1773211776470,3979908
1773211776480,4473211
1773211776490,4892274
1773211776500,5238075
1773211776510,5507282
1773211776520,5692117
1773211776530,5787097
1773211776540,5792013
1773211776550,5709926
1773211776560,5541002
1773211776570,5289638
1773211776580,4951998
1773211776590,4532931
1773211776600,4039148
1773211776610,3481168
1773211776620,2870675
1773211776630,2220507
1773211776640,1533263
1773211776650,819347
1773211776660,87771
1773211776670,-650552
1773211776680,-1385151
1773211776690,-2094440
1773211776700,-2761820
1773211776710,-3380191
1773211776720,-3946640
1773211776730,-4434645
1773211776740,-4846515
1773211776750,-5190064
1773211776760,-5459044
1773211776770,-5644602
1773211776780,-5741997
1773211776790,-5748909
1773211776800,-5669890
1773211776810,-5503407
1773211776820,-5252748
1773211776830,-4917582
1773211776840,-4501130
1773211776850,-4007948
1773211776860,-3453480
1773211776870,-2847400
1773211776880,-2197903
1773211776890,-1510629
1773211776900,-799319
1773211776910,-70382
1773211776920,666343
1773211776930,1399802
1773211776940,2111369
1773211776950,2786668
1773211776960,3409692
1773211776970,3978137
1773211776980,4469471
1773211776990,4888127
1773211777000,5236402
1773211777010,5506273
1773211777020,5691400
1773211777030,5787122
1773211777040,5792291
1773211777050,5710584
1773211777060,5540870
1773211777070,5289172
1773211777080,4953138
1773211777090,4534307
1773211777100,4038707
1773211777110,3478770
1773211777120,2869275
1773211777130,2219809
1773211777140,1532447
1773211777150,818765
1773211777160,87670
1773211777170,-649961
1773211777180,-1382796
1773211777190,-2092567
1773211777200,-2761429
1773211777210,-3379702
1773211777220,-3945487
1773211777230,-4432472
1773211777240,-4843213
1773211777250,-5189080
1773211777260,-5460725
1773211777270,-5646356
1773211777280,-5741503
1773211777290,-5748044
1773211777300,-5668508
1773211777310,-5501713
1773211777320,-5250853
1773211777330,-4915986
1773211777340,-4500162
1773211777350,-4009340
1773211777360,-3454471
1773211777370,-2846769
1773211777380,-2197836
1773211777390,-1512192
1773211777400,-799873
1773211777410,-71525
1773211777420,664569
1773211777430,1397304
1773211777440,2109049
1773211777450,2785191
1773211777460,3409150
1773211777470,3977915
1773211777480,4471707
1773211777490,4890604
1773211777500,5237396
1773211777510,5505072
1773211777520,5688910
