"Time","Z"
1773210962000,-1964455
1773210962010,-2215848
1773210962020,-2457935
1773210962030,-2686479
1773210962040,-2904708
1773210962050,-3112968
1773210962060,-3311322
1773210962070,-3492144
1773210962080,-3657491
1773210962090,-3807204
1773210962100,-3942913
1773210962110,-4065026
1773210962120,-4174523
1773210962130,-4267814
1773210962140,-4326816
1773210962150,-4367111
1773210962160,-4404530
1773210962170,-4435853
1773210962180,-4452559
1773210962190,-4444998
1773210962200,-4414035
1773210962210,-4362245
1773210962220,-4296351
1773210962230,-4216999
1773210962240,-4123357
1773210962250,-4010686
1773210962260,-3879292
1773210962270,-3731404
1773210962280,-3569532
1773210962290,-3393445
1773210962300,-3205597
1773210962310,-3003048
1773210962320,-2787142
1773210962330,-2559932
1773210962340,-2321834
1773210962350,-2073957
1773210962360,-1821331
1773210962380,-1561426
1773210962390,-1296249
1773210962400,-1024360
1773210962410,-744948
1773210962420,-465196
1773210962430,-185796
1773210962440,94201
1773210962450,376495
1773210962460,660920
1773210962470,938538
1773210962480,1209056
1773210962490,1475885
1773210962500,1741316
1773210962510,2001088
1773210962520,2251314
1773210962530,2491776
1773210962540,2721194
1773210962550,2937262
1773210962560,3143180
1773210962570,3338990
1773210962580,3520478
1773210962590,3686456
1773210962600,3835751
1773210962610,3973095
1773210962620,4095718
1773210962630,4194916
1773210962640,4279230
1773210962650,4347915
1773210962660,4405736
1773210962670,4443567
1773210962680,4461536
1773210962690,4468657
1773210962700,4461443
1773210962710,4436517
1773210962720,4387996
1773210962730,4321298
1773210962740,4242400
1773210962750,4148487
1773210962760,4036786
1773210962770,3906591
1773210962780,3761440
1773210962790,3601470
1773210962800,3428114
1773210962810,3243502
1773210962820,3039816
1773210962830,2820639
1773210962840,2591970
1773210962850,2356551
1773210962860,2114095
1773210962870,1863272
1773210962880,1602815
1773210962890,1335460
1773210962900,1063588
1773210962910,789348
1773210962920,512718
1773210962930,232789
1773210962940,-50257
1773210962950,-334444
1773210962960,-616416
1773210962970,-894683
1773210962980,-1168752
1773210962990,-1439261
1773210963000,-1705751
1773210963010,-1964066
1773210963020,-2216492
1773210963030,-2458788
1773210963040,-2688839
1773210963050,-2906703
1773210963060,-3113916
1773210963070,-3310285
1773210963080,-3491506
1773210963090,-3656766
1773210963100,-3806323
1773210963110,-3940539
1773210963120,-4063549
1773210963130,-4175208
1773210963140,-4270550
1773210963150,-4328033
1773210963160,-4367279
1773210963170,-4403737
1773210963180,-4435861
1773210963190,-4451618
1773210963200,-4445398
1773210963210,-4413364
1773210963220,-4361404
1773210963230,-4293479
1773210963240,-4215748
1773210963250,-4124302
1773210963260,-4012442
1773210963270,-3879338
1773210963280,-3732204
1773210963290,-3569877
1773210963300,-3392869
1773210963310,-3203215
1773210963320,-3001410
1773210963330,-2785383
1773210963340,-2559221
1773210963350,-2321751
1773210963360,-2075901
1773210963370,-1823042
1773210963400,-1562649
1773210963410,-1294247
1773210963420,-1021179
1773210963430,-743574
1773210963440,-466035
1773210963450,-186111
1773210963460,95761
1773210963470,379124
1773210963480,661656
1773210963490,940849
1773210963500,1209837
1773210963510,1474779
1773210963520,1737357
1773210963530,1997969
1773210963540,2251559
1773210963550,2493498
1773210963560,2720966
1773210963570,2937639
1773210963580,3143412
1773210963590,3338676
1773210963600,3518441
1773210963610,3685044
1773210963620,3834452
1773210963630,3972762
1773210963640,4095854
1773210963650,4194546
1773210963660,4276482
1773210963670,4347494
1773210963680,4405454
1773210963690,4444353
1773210963700,4463103
1773210963710,4470008
1773210963720,4459262
1773210963730,4432947
1773210963740,4386471
1773210963750,4321481
1773210963760,4241835
1773210963770,4148243
1773210963780,4036075
1773210963790,3906424
1773210963800,3759721
1773210963810,3600498
1773210963820,3426214
1773210963830,3241573
1773210963840,3039318
1773210963850,2822052
1773210963860,2592513
1773210963870,2356756
1773210963880,2113621
1773210963890,1864672
1773210963900,1603924
1773210963910,1336021
1773210963920,1062078
1773210963930,787739
1773210963940,512303
1773210963950,234085
1773210963960,-50076
1773210963970,-334526
1773210963980,-617806
1773210963990,-894299
1773210964000,-1167705
1773210964010,-1438284
1773210964020,-1704977
1773210964030,-1962532
1773210964040,-2215483
1773210964050,-2455804
1773210964060,-2684873
1773210964070,-2902520
1773210964080,-3113039
1773210964090,-3310160
1773210964100,-3491816
1773210964110,-3655707
1773210964120,-3805143
1773210964130,-3938338
1773210964140,-4062314
1773210964150,-4174310
1773210964160,-4270224
1773210964170,-4328423
1773210964180,-4369644
1773210964190,-4404449
1773210964200,-4436336
1773210964210,-4451734
1773210964220,-4444861
1773210964230,-4412527
1773210964240,-4362271
1773210964250,-4295603
1773210964260,-4216032
1773210964270,-4119928
1773210964280,-4009080
1773210964290,-3879345
1773210964300,-3734382
1773210964310,-3571676
1773210964320,-3394931
1773210964330,-3204645
1773210964340,-3004349
1773210964350,-2787490
1773210964360,-2559426
1773210964370,-2320425
1773210964380,-2076420
1773210964390,-1823868
1773210964400,-1563265
1773210964410,-1293620
1773210964420,-1020549
1773210964430,-742647
1773210964440,-465275
1773210964450,-183932
1773210964460,96486
1773210964470,380055
1773210964480,660692
1773210964490,939307
1773210964500,1208032
1773210964510,1474394
1773210964520,1737224
1773210964530,1997988
1773210964540,2250330
1773210964550,2492363
1773210964560,2720163
1773210964570,2937463
1773210964580,3142153
1773210964590,3337990
1773210964600,3518215
1773210964610,3685675
1773210964620,3834136
1773210964630,3972580
1773210964640,4094658
1773210964650,4192570
1773210964660,4272437
1773210964670,4346060
1773210964680,4408199
1773210964690,4450382
1773210964700,4467725
1773210964710,4473969
1773210964720,4462187
1773210964730,4434344
1773210964740,4386070
1773210964750,4323087
1773210964760,4243371
1773210964770,4149278
1773210964780,4034614
1773210964790,3903865
1773210964800,3756790
1773210964810,3598101
1773210964820,3425119
1773210964830,3242530
1773210964840,3040222
1773210964850,2823315
1773210964860,2592379
1773210964870,2355051
1773210964880,2110519
1773210964890,1862913
1773210964900,1602520
1773210964910,1336854
1773210964920,1064205
1773210964930,789369
1773210964940,511625
1773210964950,232356
1773210964960,-52502
1773210964970,-334677
1773210964980,-618180
1773210964990,-894248
1773210965000,-1168974
1773210965010,-1440056
1773210965020,-1707573
1773210965030,-1964930
1773210965040,-2215882
1773210965050,-2455601
1773210965060,-2687603
1773210965070,-2905423
1773210965080,-3112892
1773210965090,-3307143
1773210965100,-3489954
1773210965110,-3654665
1773210965120,-3807299
1773210965130,-3941190
1773210965140,-4064094
1773210965150,-4173476
1773210965160,-4269634
1773210965170,-4327557
1773210965180,-4369302
1773210965190,-4403864
1773210965200,-4435214
1773210965210,-4448198
1773210965220,-4441837
1773210965230,-4411195
1773210965240,-4361011
1773210965250,-4293627
1773210965260,-4217471
1773210965270,-4123474
1773210965280,-4012508
1773210965290,-3878802
1773210965300,-3732627
1773210965310,-3570695
1773210965320,-3395877
1773210965330,-3204195
1773210965340,-3002056
1773210965350,-2784659
1773210965360,-2559196
1773210965370,-2320056
1773210965380,-2076345
1773210965390,-1821857
1773210965400,-1561371
1773210965410,-1292644
1773210965420,-1021785
1773210965430,-743667
1773210965440,-466688
1773210965450,-184637
1773210965460,97938
1773210965470,383344
1773210965480,662803
1773210965490,939757
