Direction,Folder,CSV_File,Sensor_Key,Channel,Nominal_Frequency_Hz,Duration_s,Samples,Mean,Std,RMS_centered,Peak,Valley,Peak_to_Peak,FFT_Amplitude_at_Nominal,FFT_Phase_deg_at_Nominal,FFT_Sensitivity_at_Nominal
vertical,2.30 0.2hz,cc_8d_a2_e8_db_a8-data-2026-03-17 10_45_37.csv,db_a8,Z,0.2,72.01,7201,16918.117205943618,341007.45160126744,341007.45160126744,531562.0,-475164.0,1006726.0,435459.11922925874,87.50367219209447,87091.82384585174
