"Time","Z"
1773210583000,-433645
1773210583010,-437729
1773210583020,-435454
1773210583030,-424939
1773210583040,-414528
1773210583050,-408449
1773210583060,-403630
1773210583070,-397943
1773210583080,-388731
1773210583090,-381515
1773210583100,-380034
1773210583110,-383013
1773210583120,-388353
1773210583130,-391482
1773210583140,-393037
1773210583150,-392911
1773210583160,-394711
1773210583170,-394116
1773210583180,-391512
1773210583190,-385804
1773210583200,-380991
1773210583210,-377361
1773210583220,-373000
1773210583230,-371273
1773210583240,-371717
1773210583250,-368755
1773210583260,-365170
1773210583270,-360942
1773210583280,-356792
1773210583290,-350451
1773210583300,-341121
1773210583310,-331953
1773210583320,-328406
1773210583330,-327486
1773210583340,-328081
1773210583350,-324294
1773210583360,-315500
1773210583370,-305722
1773210583380,-299731
1773210583390,-295886
1773210583400,-293487
1773210583410,-291973
1773210583420,-287849
1773210583430,-271355
1773210583440,-253458
1773210583450,-236684
1773210583460,-224746
1773210583470,-220977
1773210583480,-225788
1773210583490,-231618
1773210583500,-237828
1773210583510,-248966
1773210583520,-257918
1773210583530,-254529
1773210583540,-246432
1773210583550,-238390
1773210583560,-229920
1773210583570,-219762
1773210583580,-213295
1773210583590,-206745
1773210583600,-202672
1773210583610,-198335
1773210583620,-197838
1773210583630,-192314
1773210583640,-183102
1773210583650,-177466
1773210583660,-174106
1773210583670,-168206
1773210583680,-162384
1773210583690,-157893
1773210583700,-155517
1773210583710,-153178
1773210583720,-148511
1773210583730,-137747
1773210583740,-125078
1773210583750,-116231
1773210583760,-112939
1773210583770,-109514
1773210583780,-104625
1773210583790,-100628
1773210583800,-94178
1773210583810,-86185
1773210583820,-82632
1773210583830,-74624
1773210583840,-67080
1773210583850,-59520
1773210583860,-54457
1773210583870,-49170
1773210583880,-44975
1773210583890,-39205
1773210583900,-32846
1773210583910,-25947
1773210583920,-22113
1773210583930,-14762
1773210583940,-10265
1773210583950,1803
1773210583960,10953
1773210583970,16305
1773210583980,21489
1773210583990,24504
1773210584000,31751
1773210584010,44748
1773210584020,48555
1773210584030,47851
1773210584040,49459
1773210584050,60211
1773210584060,66270
1773210584070,68950
1773210584080,72020
1773210584090,77724
1773210584100,86402
1773210584110,104955
1773210584120,116792
1773210584130,118480
1773210584140,118766
1773210584150,136792
1773210584160,139581
1773210584170,120781
1773210584180,117331
1773210584190,132871
1773210584200,142072
1773210584210,144565
1773210584220,153197
1773210584230,170058
1773210584240,183159
1773210584250,193391
1773210584260,193285
1773210584270,186710
1773210584280,186972
1773210584290,198279
1773210584300,206416
1773210584310,211161
1773210584320,220510
1773210584330,229701
1773210584340,231743
1773210584350,237930
1773210584360,240137
1773210584370,243562
1773210584380,248735
1773210584390,255370
1773210584400,260529
1773210584410,265937
1773210584420,270302
1773210584430,275053
1773210584440,278014
1773210584450,281759
1773210584460,287207
1773210584470,294486
1773210584480,297721
1773210584490,305065
1773210584500,312889
1773210584510,321164
1773210584520,322926
1773210584530,323915
1773210584540,325363
1773210584550,331030
1773210584560,336752
1773210584570,340530
1773210584580,341724
1773210584590,347484
1773210584600,354804
1773210584610,364164
1773210584620,367496
1773210584630,371229
1773210584640,370689
1773210584650,372484
1773210584660,374967
1773210584670,380274
1773210584680,383408
1773210584690,390730
1773210584700,395648
1773210584710,401989
1773210584720,404157
1773210584730,407485
1773210584740,406702
1773210584750,404365
1773210584760,405095
1773210584770,414893
1773210584780,423546
1773210584790,430911
1773210584800,435366
1773210584810,440756
1773210584820,439975
1773210584830,439763
1773210584840,440314
1773210584850,444082
1773210584860,445790
1773210584870,449393
1773210584880,450551
1773210584890,455174
1773210584900,459210
1773210584910,465407
1773210584920,470004
1773210584930,474029
1773210584940,469928
1773210584950,464916
1773210584960,462250
1773210584970,467699
1773210584980,471180
1773210584990,475632
1773210585000,475712
1773210585010,474392
1773210585020,472248
1773210585030,476451
1773210585040,479630
1773210585050,484135
1773210585060,484499
1773210585070,483009
1773210585080,480981
1773210585090,484804
1773210585100,487093
1773210585110,490976
1773210585120,491565
1773210585130,495053
1773210585140,495482
1773210585150,496861
1773210585160,494001
1773210585170,492957
1773210585180,490290
1773210585190,493452
1773210585200,496327
1773210585210,499609
1773210585220,497747
1773210585230,492006
1773210585240,484021
1773210585250,487119
1773210585260,493348
1773210585270,497766
1773210585280,493056
1773210585290,488641
