Direction,Folder,CSV_File,Sensor_Key,Channel,Nominal_Frequency_Hz,Duration_s,Samples,Mean,Std,RMS_centered,Peak,Valley,Peak_to_Peak,FFT_Amplitude_at_Nominal,FFT_Phase_deg_at_Nominal,FFT_Sensitivity_at_Nominal
vertical,2.53 16hz,cc_8d_a2_e8_db_a8-data-2026-03-17 11_11_01.csv,db_a8,Z,16.0,19.01,1901,18968.650184113623,3543879.574172557,3543879.574172557,5017435.0,-4995811.0,10013246.0,4927949.503509964,48.03334314048918,985589.9007019928
