"Time","Z"
1773209122000,1507260
1773209122010,1576026
1773209122020,1637874
1773209122030,1690824
1773209122040,1735353
1773209122050,1779733
1773209122060,1820861
1773209122070,1868621
1773209122080,1917236
1773209122090,1968119
1773209122100,2016370
1773209122110,2063142
1773209122120,2099615
1773209122130,2129267
1773209122140,2156493
1773209122150,2184346
1773209122160,2209767
1773209122170,2239281
1773209122180,2266943
1773209122190,2291419
1773209122200,2308538
1773209122210,2322822
1773209122220,2333787
1773209122230,2344032
1773209122240,2352336
1773209122250,2362970
1773209122260,2366238
1773209122270,2366373
1773209122280,2362960
1773209122290,2359748
1773209122300,2354617
1773209122310,2349852
1773209122320,2341435
1773209122330,2332211
1773209122340,2319156
1773209122350,2305060
1773209122360,2286339
1773209122370,2267838
1773209122380,2243648
1773209122390,2216882
1773209122400,2188892
1773209122410,2163974
1773209122420,2135529
1773209122430,2101393
1773209122440,2061662
1773209122450,2021550
1773209122460,1988897
1773209122470,1962036
1773209122480,1932350
1773209122490,1894718
1773209122500,1845349
1773209122510,1791045
1773209122520,1737189
1773209122530,1685526
1773209122540,1632528
1773209122550,1581495
1773209122560,1528528
1773209122570,1477621
1773209122580,1423942
1773209122590,1368459
1773209122600,1308828
1773209122610,1247342
1773209122620,1183785
1773209122630,1121268
1773209122640,1056827
1773209122650,993851
1773209122660,925905
1773209122670,856918
1773209122680,786778
1773209122690,717020
1773209122700,647285
1773209122710,579209
1773209122720,509701
1773209122730,439673
1773209122740,365738
1773209122750,294004
1773209122760,220920
1773209122770,145870
1773209122780,73863
1773209122790,4947
1773209122800,-70866
1773209122810,-147716
1773209122820,-224596
1773209122830,-300112
1773209122840,-376505
1773209122850,-447169
1773209122860,-519549
1773209122870,-590408
1773209122880,-662939
1773209122890,-736930
1773209122900,-821714
1773209122910,-898961
1773209122920,-970276
1773209122930,-1033109
1773209122940,-1091587
1773209122950,-1146430
1773209122960,-1208790
1773209122970,-1275566
1773209122980,-1342465
1773209122990,-1408530
1773209123000,-1472981
1773209123010,-1535538
1773209123020,-1597077
1773209123030,-1651907
1773209123040,-1705670
1773209123050,-1757428
1773209123060,-1807592
1773209123070,-1851973
1773209123080,-1897234
1773209123090,-1940705
1773209123100,-1982500
1773209123110,-2023453
1773209123120,-2062799
1773209123130,-2099950
1773209123140,-2138060
1773209123150,-2167556
1773209123160,-2191810
1773209123170,-2214996
1773209123180,-2236242
1773209123190,-2255621
1773209123200,-2275991
1773209123210,-2291729
1773209123220,-2306074
1773209123230,-2314160
1773209123240,-2320785
1773209123250,-2325793
1773209123260,-2332256
1773209123270,-2336165
1773209123280,-2338739
1773209123290,-2337458
1773209123300,-2333997
1773209123310,-2326641
1773209123320,-2315844
1773209123330,-2300096
1773209123340,-2285374
1773209123350,-2269555
1773209123360,-2252288
1773209123370,-2234114
1773209123380,-2215833
1773209123390,-2192919
1773209123400,-2170272
1773209123410,-2145038
1773209123420,-2118147
1773209123430,-2083671
1773209123440,-2036241
1773209123450,-1985255
1773209123460,-1956792
1773209123470,-1937113
1773209123480,-1911254
1773209123490,-1872175
1773209123500,-1823965
1773209123510,-1768358
1773209123520,-1714152
1773209123530,-1658359
1773209123540,-1607550
1773209123550,-1558509
1773209123560,-1510403
1773209123570,-1459619
1773209123580,-1408073
1773209123590,-1350268
1773209123600,-1289377
1773209123610,-1223871
1773209123620,-1159228
1773209123630,-1094904
1773209123640,-1031156
1773209123650,-966909
1773209123660,-902709
1773209123670,-837400
1773209123680,-772435
1773209123690,-703940
1773209123700,-634707
1773209123710,-560063
1773209123720,-486627
1773209123730,-411538
1773209123740,-339005
1773209123750,-269517
1773209123760,-200020
1773209123770,-125108
1773209123780,-52747
1773209123790,22863
1773209123800,96565
1773209123810,170450
1773209123820,244923
1773209123830,319484
1773209123840,391455
1773209123850,467348
1773209123860,543216
1773209123870,619295
1773209123880,692734
1773209123890,767201
1773209123900,837346
1773209123910,906521
1773209123920,971749
1773209123930,1038080
1773209123940,1108782
1773209123950,1180508
1773209123960,1249164
1773209123970,1316437
1773209123980,1384059
1773209123990,1447610
1773209124000,1515020
1773209124010,1583443
1773209124020,1641129
1773209124030,1690555
1773209124040,1735146
1773209124050,1779012
1773209124060,1821493
1773209124070,1871419
1773209124080,1920132
1773209124090,1971774
1773209124100,2021862
1773209124110,2067152
1773209124120,2100798
1773209124130,2131882
1773209124140,2159982
1773209124150,2188058
1773209124160,2215031
1773209124170,2246142
1773209124180,2271680
1773209124190,2294081
1773209124200,2311241
1773209124210,2327560
1773209124220,2339770
1773209124230,2351152
1773209124240,2360991
1773209124250,2367537
1773209124260,2366703
1773209124270,2366460
1773209124280,2364832
1773209124290,2364176
1773209124300,2361720
1773209124310,2357052
1773209124320,2349937
1773209124330,2340064
1773209124340,2324335
1773209124350,2308790
1773209124360,2289464
1773209124370,2267744
1773209124380,2245677
1773209124390,2222769
1773209124400,2194853
1773209124410,2168580
1773209124420,2142035
1773209124430,2113397
1773209124440,2073269
1773209124450,2029873
1773209124460,1997436
1773209124470,1970720
1773209124480,1937268
1773209124490,1895306
1773209124500,1846148
1773209124510,1796815
1773209124520,1743759
1773209124530,1691460
1773209124540,1640608
1773209124550,1589938
1773209124560,1536873
1773209124570,1485094
1773209124580,1429427
1773209124590,1371803
1773209124600,1313220
1773209124610,1253275
1773209124620,1189768
1773209124630,1128119
1773209124640,1062549
1773209124650,999373
1773209124660,933032
1773209124670,862607
1773209124680,789993
1773209124690,719514
1773209124700,648578
1773209124710,580449
1773209124720,510595
1773209124730,442978
1773209124740,369159
1773209124750,295785
1773209124760,223120
1773209124770,150004
1773209124780,77154
1773209124790,8684
1773209124800,-65534
1773209124810,-141414
1773209124820,-220109
1773209124830,-295796
1773209124840,-374329
1773209124850,-447298
1773209124860,-518492
1773209124870,-588164
1773209124880,-658737
1773209124890,-729012
1773209124900,-810298
1773209124910,-892306
1773209124920,-965512
1773209124930,-1032278
1773209124940,-1091968
1773209124950,-1147376
1773209124960,-1205874
1773209124970,-1270083
1773209124980,-1336179
1773209124990,-1401256
1773209125000,-1466998
1773209125010,-1530733
1773209125020,-1593713
1773209125030,-1650394
1773209125040,-1704263
1773209125050,-1755529
1773209125060,-1806308
1773209125070,-1850367
1773209125080,-1892145
1773209125090,-1933565
1773209125100,-1975389
1773209125110,-2015429
1773209125120,-2055844
1773209125130,-2092189
1773209125140,-2130018
1773209125150,-2162628
1773209125160,-2189571
1773209125170,-2213141
1773209125180,-2236182
1773209125190,-2255378
1773209125200,-2275740
1773209125210,-2290702
1773209125220,-2303686
1773209125230,-2313584
1773209125240,-2320762
1773209125250,-2325168
1773209125260,-2329439
1773209125270,-2332838
1773209125280,-2334802
1773209125290,-2332956
1773209125300,-2329469
1773209125310,-2322812
1773209125320,-2315564
1773209125330,-2302175
1773209125340,-2286215
1773209125350,-2268387
1773209125360,-2252071
1773209125370,-2232045
1773209125380,-2211998
1773209125390,-2191743
1773209125400,-2169471
1773209125410,-2141617
1773209125420,-2113761
1773209125430,-2084065
1773209125440,-2057211
1773209125450,-2026645
1773209125460,-1982652
1773209125470,-1932405
1773209125480,-1884316
1773209125490,-1839881
1773209125500,-1802060
1773209125510,-1761542
1773209125520,-1717533
1773209125530,-1671226
1773209125540,-1622899
1773209125550,-1570769
1773209125560,-1517101
1773209125570,-1461949
1773209125580,-1405795
1773209125590,-1345686
1773209125600,-1286129
1773209125610,-1223727
1773209125620,-1162076
1773209125630,-1097753
1773209125640,-1032612
1773209125650,-967541
1773209125660,-903417
1773209125670,-838383
1773209125680,-773553
1773209125690,-704585
1773209125700,-633407
1773209125710,-559544
1773209125720,-486659
1773209125730,-411840
1773209125740,-341287
1773209125750,-272273
1773209125760,-200559
1773209125770,-124894
1773209125780,-52574
1773209125790,22575
1773209125800,94253
1773209125810,167247
1773209125820,242871
1773209125830,318243
1773209125840,391610
1773209125850,469005
1773209125860,545622
1773209125870,621071
1773209125880,693890
1773209125890,766808
1773209125900,835176
1773209125910,903569
1773209125920,968736
1773209125930,1036679
1773209125940,1107299
1773209125950,1178704
1773209125960,1247777
1773209125970,1316245
1773209125980,1384473
1773209125990,1448542
1773209126000,1517270
1773209126010,1582410
1773209126020,1637362
1773209126030,1685023
1773209126040,1729346
1773209126050,1772857
1773209126060,1818450
1773209126070,1869735
1773209126080,1919938
1773209126090,1971103
1773209126100,2021034
1773209126110,2064531
1773209126120,2098562
1773209126130,2130509
1773209126140,2158105
1773209126150,2185836
1773209126160,2214028
1773209126170,2244644
1773209126180,2271064
1773209126190,2293171
1773209126200,2311448
1773209126210,2327872
1773209126220,2339587
