"Time","Z"
1773209122000,-1485632
1773209122010,-1544985
1773209122020,-1594387
1773209122030,-1641066
1773209122040,-1685636
1773209122050,-1731935
1773209122060,-1782764
1773209122070,-1834905
1773209122080,-1886233
1773209122090,-1936831
1773209122100,-1980876
1773209122110,-2015804
1773209122120,-2046676
1773209122130,-2077391
1773209122140,-2106399
1773209122150,-2136688
1773209122160,-2168411
1773209122170,-2197674
1773209122180,-2221076
1773209122190,-2239692
1773209122200,-2255087
1773209122210,-2269020
1773209122220,-2280612
1773209122230,-2294230
1773209122240,-2304523
1773209122250,-2309311
1773209122260,-2310559
1773209122270,-2310954
1773209122280,-2309612
1773209122290,-2308597
1773209122300,-2304887
1773209122310,-2299693
1773209122320,-2291368
1773209122330,-2281670
1773209122340,-2268056
1773209122350,-2253270
1773209122360,-2235390
1773209122370,-2213245
1773209122380,-2188589
1773209122390,-2166103
1773209122400,-2143086
1773209122410,-2115302
1773209122420,-2081326
1773209122430,-2044050
1773209122440,-2010419
1773209122450,-1984903
1773209122460,-1959590
1773209122470,-1929935
1773209122480,-1888477
1773209122490,-1839618
1773209122500,-1787955
1773209122510,-1739443
1773209122520,-1689499
1773209122530,-1641208
1773209122540,-1591505
1773209122550,-1542924
1773209122560,-1492713
1773209122570,-1441246
1773209122580,-1385743
1773209122590,-1328324
1773209122600,-1267580
1773209122610,-1207510
1773209122620,-1145787
1773209122630,-1085233
1773209122640,-1021560
1773209122650,-955341
1773209122660,-886932
1773209122670,-819421
1773209122680,-750712
1773209122690,-684439
1773209122700,-616407
1773209122710,-548955
1773209122720,-477187
1773209122730,-405958
1773209122740,-334472
1773209122750,-261636
1773209122760,-187615
1773209122770,-119653
1773209122780,-47162
1773209122790,28614
1773209122800,106045
1773209122810,180528
1773209122820,258030
1773209122830,330405
1773209122840,402458
1773209122850,474200
1773209122860,546895
1773209122870,619297
1773209122880,700103
1773209122890,783014
1773209122900,857104
1773209122910,925394
1773209122920,987203
1773209122930,1044709
1773209122940,1104789
1773209122950,1171665
1773209122960,1240747
1773209122970,1308435
1773209122980,1376104
1773209122990,1440872
1773209123000,1505949
1773209123010,1566048
1773209123020,1622715
1773209123030,1677685
1773209123040,1732516
1773209123050,1781687
1773209123060,1829855
1773209123070,1877232
1773209123080,1923366
1773209123090,1967598
1773209123100,2011651
1773209123110,2052108
1773209123120,2094407
1773209123130,2131087
1773209123140,2161326
1773209123150,2187892
1773209123160,2214738
1773209123170,2237565
1773209123180,2261908
1773209123190,2283071
1773209123200,2302195
1773209123210,2316372
1773209123220,2327403
1773209123230,2336081
1773209123240,2346002
1773209123250,2354302
1773209123260,2360993
1773209123270,2364656
1773209123280,2365687
1773209123290,2362872
1773209123300,2357713
1773209123310,2346602
1773209123320,2334946
1773209123330,2322349
1773209123340,2309382
1773209123350,2293561
1773209123360,2279288
1773209123370,2260546
1773209123380,2240701
1773209123390,2218853
1773209123400,2195806
1773209123410,2167665
1773209123420,2130266
1773209123430,2080026
1773209123440,2043183
1773209123450,2023356
1773209123460,2003569
1773209123470,1972218
1773209123480,1930768
1773209123490,1879962
1773209123500,1827821
1773209123510,1774637
1773209123520,1723929
1773209123530,1676037
1773209123540,1630112
1773209123550,1581990
1773209123560,1533115
1773209123570,1480022
1773209123580,1422654
1773209123590,1360779
1773209123600,1297714
1773209123610,1234592
1773209123620,1172995
1773209123630,1109977
1773209123640,1047965
1773209123650,984085
1773209123660,920986
1773209123670,855072
1773209123680,788194
1773209123690,716793
1773209123700,644264
1773209123710,570921
1773209123720,498389
1773209123730,428143
1773209123740,360750
1773209123750,288460
1773209123760,215800
1773209123770,142560
1773209123780,68572
1773209123790,-4658
1773209123800,-77627
1773209123810,-152977
1773209123820,-224602
1773209123830,-298699
1773209123840,-374146
1773209123850,-450286
1773209123860,-524213
1773209123870,-598873
1773209123880,-670824
1773209123890,-740866
1773209123900,-808226
1773209123910,-874196
1773209123920,-942917
1773209123930,-1015644
1773209123940,-1085826
1773209123950,-1154789
1773209123960,-1222702
1773209123970,-1289883
1773209123980,-1354505
1773209123990,-1426207
1773209124000,-1489743
1773209124010,-1545112
1773209124020,-1592950
1773209124030,-1640068
1773209124040,-1683956
1773209124050,-1733400
1773209124060,-1784260
1773209124070,-1837274
1773209124080,-1889577
1773209124090,-1941132
1773209124100,-1981825
1773209124110,-2016757
1773209124120,-2048611
1773209124130,-2079833
1773209124140,-2109240
1773209124150,-2142290
1773209124160,-2173078
1773209124170,-2200586
1773209124180,-2222174
1773209124190,-2242719
1773209124200,-2259283
1773209124210,-2274536
1773209124220,-2287868
1773209124230,-2300597
1773209124240,-2305399
1773209124250,-2308602
1773209124260,-2310451
1773209124270,-2313290
1773209124280,-2314535
1773209124290,-2315037
1773209124300,-2311536
1773209124310,-2307174
1773209124320,-2297032
1773209124330,-2284951
1773209124340,-2270840
1773209124350,-2253931
1773209124360,-2234742
1773209124370,-2216950
1773209124380,-2193687
1773209124390,-2170282
1773209124400,-2147103
1773209124410,-2123735
1773209124420,-2092993
1773209124430,-2052938
1773209124440,-2017607
1773209124450,-1993368
1773209124460,-1965885
1773209124470,-1932005
1773209124480,-1888014
1773209124490,-1842414
1773209124500,-1794336
1773209124510,-1744796
1773209124520,-1696023
1773209124530,-1649097
1773209124540,-1599139
1773209124550,-1550399
1773209124560,-1498973
1773209124570,-1445312
1773209124580,-1389305
1773209124590,-1333357
1773209124600,-1273347
1773209124610,-1213796
1773209124620,-1152118
1773209124630,-1090268
1773209124640,-1027910
1773209124650,-961911
1773209124660,-891124
1773209124670,-822279
