"Time","Z"
1773209668000,478845
1773209668010,-148525
1773209668020,-775770
1773209668030,-1390145
1773209668040,-1983290
1773209668050,-2542900
1773209668060,-3065246
1773209668070,-3534621
1773209668080,-3941101
1773209668090,-4281516
1773209668100,-4555978
1773209668110,-4759862
1773209668120,-4890451
1773209668130,-4943875
1773209668140,-4922690
1773209668150,-4817045
1773209668160,-4638955
1773209668170,-4394426
1773209668180,-4084379
1773209668190,-3713190
1773209668200,-3284145
1773209668210,-2799491
1773209668220,-2263982
1773209668230,-1689262
1773209668240,-1088312
1773209668250,-464349
1773209668260,166258
1773209668270,798851
1773209668280,1421621
1773209668290,2021648
1773209668300,2582048
1773209668310,3101050
1773209668320,3567207
1773209668330,3971541
1773209668340,4311654
1773209668350,4586623
1773209668360,4791035
1773209668370,4921382
1773209668380,4977011
1773209668390,4957680
1773209668400,4861523
1773209668410,4693626
1773209668420,4447860
1773209668430,4131067
1773209668440,3748536
1773209668450,3309256
1773209668460,2817208
1773209668470,2281206
1773209668480,1710087
1773209668490,1103969
1773209668500,479629
1773209668510,-148387
1773209668520,-775108
1773209668530,-1388854
1773209668540,-1982364
1773209668550,-2542715
1773209668560,-3064763
1773209668570,-3534695
1773209668580,-3941026
1773209668590,-4280927
1773209668600,-4555430
1773209668610,-4757411
1773209668620,-4887255
1773209668630,-4942131
1773209668640,-4921419
1773209668650,-4816524
1773209668660,-4639082
1773209668670,-4394784
1773209668680,-4084454
1773209668690,-3713620
1773209668700,-3285703
1773209668710,-2800727
1773209668720,-2264480
1773209668730,-1688649
1773209668740,-1087537
1773209668750,-466276
1773209668760,164726
1773209668770,798794
1773209668780,1420695
1773209668790,2021467
1773209668800,2583377
1773209668810,3101730
1773209668820,3567316
1773209668830,3972028
1773209668840,4312882
1773209668850,4587355
1773209668860,4790701
1773209668870,4919812
1773209668880,4974900
1773209668890,4956960
1773209668900,4861500
1773209668910,4693586
1773209668920,4448367
1773209668930,4130719
1773209668940,3747985
1773209668950,3309224
1773209668960,2816553
1773209668970,2278929
1773209668980,1708290
1773209668990,1101892
1773209669000,476688
1773209669010,-149205
1773209669020,-774977
1773209669030,-1389182
1773209669040,-1980400
1773209669050,-2539689
1773209669060,-3062235
1773209669070,-3532591
1773209669080,-3939195
1773209669090,-4279394
1773209669100,-4553698
1773209669110,-4756472
1773209669120,-4886286
1773209669130,-4940658
1773209669140,-4919276
1773209669150,-4814561
1773209669160,-4638373
1773209669170,-4395469
1773209669180,-4086142
1773209669190,-3715616
1773209669200,-3287008
1773209669210,-2800646
1773209669220,-2263051
1773209669230,-1688141
1773209669240,-1087308
1773209669250,-464734
1773209669260,164379
1773209669270,796303
1773209669280,1418804
1773209669290,2019699
1773209669300,2581873
1773209669310,3100213
1773209669320,3565633
1773209669330,3970532
1773209669340,4312840
1773209669350,4588524
1773209669360,4791641
1773209669370,4920583
1773209669380,4974962
1773209669390,4954890
1773209669400,4859287
1773209669410,4691865
1773209669420,4446553
1773209669430,4129279
1773209669440,3746672
1773209669450,3308030
1773209669460,2816502
1773209669470,2280183
1773209669480,1709585
1773209669490,1103315
1773209669500,478899
1773209669510,-147872
1773209669520,-774429
1773209669530,-1389371
1773209669540,-1981662
1773209669550,-2541092
1773209669560,-3063205
1773209669570,-3532592
1773209669580,-3937487
1773209669590,-4277014
1773209669600,-4551388
1773209669610,-4755234
1773209669620,-4886688
1773209669630,-4942950
1773209669640,-4922394
1773209669650,-4816336
1773209669660,-4637982
1773209669670,-4393309
1773209669680,-4083101
1773209669690,-3712782
1773209669700,-3284103
1773209669710,-2799117
1773209669720,-2263282
1773209669730,-1688193
1773209669740,-1086238
1773209669750,-465519
1773209669760,163553
1773209669770,796799
1773209669780,1418617
1773209669790,2019527
1773209669800,2583301
1773209669810,3100938
1773209669820,3565757
1773209669830,3971101
1773209669840,4311719
1773209669850,4585623
1773209669860,4789592
1773209669870,4918685
1773209669880,4973294
1773209669890,4954737
1773209669900,4860143
1773209669910,4693223
1773209669920,4447867
1773209669930,4129371
1773209669940,3746364
1773209669950,3307724
1773209669960,2815486
1773209669970,2278217
1773209669980,1707979
1773209669990,1101689
1773209670000,476902
1773209670010,-149762
1773209670020,-775080
1773209670030,-1388184
1773209670040,-1979279
1773209670050,-2538279
1773209670060,-3060538
1773209670070,-3531629
1773209670080,-3938623
1773209670090,-4279945
1773209670100,-4553806
1773209670110,-4755808
1773209670120,-4885801
1773209670130,-4940524
1773209670140,-4918605
1773209670150,-4812409
1773209670160,-4634940
1773209670170,-4392025
1773209670180,-4082198
1773209670190,-3712291
1773209670200,-3285248
1773209670210,-2800716
1773209670220,-2264108
1773209670230,-1688620
1773209670240,-1087248
1773209670250,-466096
1773209670260,163526
1773209670270,795740
1773209670280,1417789
1773209670290,2018734
1773209670300,2581563
1773209670310,3099848
1773209670320,3564602
1773209670330,3969159
1773209670340,4310734
1773209670350,4585957
1773209670360,4789720
1773209670370,4918474
1773209670380,4973459
1773209670390,4953911
1773209670400,4858801
1773209670410,4691895
1773209670420,4447264
1773209670430,4130801
1773209670440,3748292
1773209670450,3308510
1773209670460,2815730
1773209670470,2277929
1773209670480,1707359
1773209670490,1102387
1773209670500,478423
1773209670510,-147686
1773209670520,-772379
1773209670530,-1387642
1773209670540,-1981065
1773209670550,-2540076
1773209670560,-3061497
1773209670570,-3532408
1773209670580,-3938247
1773209670590,-4277732
1773209670600,-4552125
1773209670610,-4755132
1773209670620,-4884926
1773209670630,-4939615
1773209670640,-4917864
1773209670650,-4813000
1773209670660,-4636446
1773209670670,-4394298
1773209670680,-4084949
1773209670690,-3714087
1773209670700,-3284713
1773209670710,-2798214
1773209670720,-2261414
1773209670730,-1686604
1773209670740,-1085077
1773209670750,-465746
1773209670760,163307
1773209670770,796954
1773209670780,1418222
1773209670790,2018685
1773209670800,2581803
1773209670810,3097582
1773209670820,3561449
1773209670830,3967208
1773209670840,4309571
1773209670850,4584769
1773209670860,4789079
1773209670870,4917773
1773209670880,4973201
1773209670890,4954553
1773209670900,4858809
1773209670910,4691485
1773209670920,4447410
1773209670930,4129810
1773209670940,3746974
1773209670950,3307688
1773209670960,2815002
1773209670970,2276818
1773209670980,1706403
1773209670990,1101305
1773209671000,477135
1773209671010,-148531
1773209671020,-771967
1773209671030,-1386511
1773209671040,-1978991
1773209671050,-2538387
1773209671060,-3060603
1773209671070,-3530538
1773209671080,-3936098
1773209671090,-4276948
1773209671100,-4552036
1773209671110,-4755906
1773209671120,-4885554
1773209671130,-4940335
1773209671140,-4918421
1773209671150,-4812519
1773209671160,-4635145
1773209671170,-4392218
1773209671180,-4083036
1773209671190,-3713176
1773209671200,-3284557
1773209671210,-2799731
1773209671220,-2263455
1773209671230,-1689199
1773209671240,-1087131
1773209671250,-465424
1773209671260,163009
1773209671270,795898
1773209671280,1418359
1773209671290,2017557
1773209671300,2580615
1773209671310,3097836
1773209671320,3561999
1773209671330,3968090
1773209671340,4311119
1773209671350,4586012
1773209671360,4790017
1773209671370,4919524
1773209671380,4974757
1773209671390,4955021
1773209671400,4859551
1773209671410,4691008
1773209671420,4444989
1773209671430,4127197
1773209671440,3745146
1773209671450,3306441
1773209671460,2815195
1773209671470,2278417
1773209671480,1707614
1773209671490,1101547
1773209671500,477076
1773209671510,-150948
1773209671520,-774748
1773209671530,-1387574
1773209671540,-1980753
1773209671550,-2539008
1773209671560,-3057890
1773209671570,-3527289
1773209671580,-3933542
1773209671590,-4274861
1773209671600,-4550763
1773209671610,-4755695
1773209671620,-4886984
1773209671630,-4942185
1773209671640,-4919602
1773209671650,-4812789
1773209671660,-4634388
1773209671670,-4391236
1773209671680,-4080757
1773209671690,-3711065
1773209671700,-3283031
1773209671710,-2798025
1773209671720,-2263260
