Direction,Folder,CSV_File,Sensor_Key,Channel,Nominal_Frequency_Hz,Duration_s,Samples,Mean,Std,RMS_centered,Peak,Valley,Peak_to_Peak,FFT_Amplitude_at_Nominal,FFT_Phase_deg_at_Nominal,FFT_Sensitivity_at_Nominal
horizontal,2.14 2hz,cc_8d_a2_e8_dd_94-data-2026-03-15 21_10_17.csv,dd_94,Z,2.0,98.01,9801,15458.120906029997,3644268.9275953188,3644268.9275953188,5158474.0,-5129458.0,10287932.0,5151950.194070254,-87.1173816618348,1030390.0388140508
