"Time","Z"
1773211897000,4232883
1773211897010,1289388
1773211897020,-1988500
1773211897030,-4752427
1773211897040,-6299478
1773211897050,-6313407
1773211897060,-4774674
1773211897070,-2053336
1773211897080,1203236
1773211897090,4168375
1773211897100,6074839
1773211897110,6496186
1773211897120,5335377
1773211897130,2847236
1773211897140,-354191
1773211897150,-3481918
1773211897160,-5695935
1773211897170,-6498592
1773211897180,-5713976
1773211897190,-3520919
1773211897200,-441003
1773211897210,2773805
1773211897220,5281052
1773211897230,6469215
1773211897240,6092443
1773211897250,4211391
1773211897260,1286597
1773211897270,-1978981
1773211897280,-4729778
1773211897290,-6278139
1773211897300,-6288820
1773211897310,-4756873
1773211897320,-2040000
1773211897330,1201625
1773211897340,4155866
1773211897350,6044846
1773211897360,6462920
1773211897370,5304127
1773211897380,2834329
1773211897390,-348859
1773211897400,-3451205
1773211897410,-5668429
1773211897420,-6474393
1773211897430,-5699783
1773211897440,-3509235
1773211897450,-441983
1773211897460,2767818
1773211897470,5260095
1773211897480,6442314
1773211897490,6062698
1773211897500,4196762
1773211897510,1281732
1773211897520,-1964553
1773211897530,-4710247
1773211897540,-6254116
1773211897550,-6271562
1773211897560,-4741522
1773211897570,-2037154
1773211897580,1200000
1773211897590,4142501
1773211897600,6027520
1773211897610,6438180
1773211897620,5284793
1773211897630,2819540
1773211897640,-349102
1773211897650,-3443221
1773211897660,-5644976
1773211897670,-6449511
1773211897680,-5675135
1773211897690,-3497706
1773211897700,-438547
1773211897710,2754690
1773211897720,5242946
1773211897730,6418600
1773211897740,6046237
1773211897750,4180051
1773211897760,1277930
1773211897770,-1961289
1773211897780,-4691654
1773211897790,-6232413
1773211897800,-6245017
1773211897810,-4724181
1773211897820,-2025579
1773211897830,1188494
1773211897840,4119125
1773211897850,5998877
1773211897860,6417362
1773211897870,5267089
1773211897880,2815674
1773211897890,-347723
1773211897900,-3431279
1773211897910,-5627155
1773211897920,-6419937
1773211897930,-5649957
1773211897940,-3477804
1773211897950,-439186
1773211897960,2736145
1773211897970,5212962
1773211897980,6397428
1773211897990,6023322
1773211898000,4166028
1773211898010,1267686
1773211898020,-1957490
1773211898030,-4677398
1773211898040,-6201080
1773211898050,-6215933
1773211898060,-4698874
1773211898070,-2018697
1773211898080,1185485
1773211898090,4099444
1773211898100,5976809
1773211898110,6394035
1773211898120,5252911
1773211898130,2803500
1773211898140,-347288
1773211898150,-3423969
1773211898160,-5604508
1773211898170,-6397084
1773211898180,-5625442
1773211898190,-3467021
1773211898200,-434692
1773211898210,2728878
1773211898220,5198037
1773211898230,6368347
1773211898240,5998526
1773211898250,4147094
1773211898260,1265687
1773211898270,-1950845
1773211898280,-4655777
1773211898290,-6176995
1773211898300,-6188222
1773211898310,-4682656
1773211898320,-2008631
1773211898330,1181083
1773211898340,4088385
1773211898350,5948579
1773211898360,6361480
1773211898370,5220916
1773211898380,2792415
1773211898390,-344306
1773211898400,-3402099
1773211898410,-5579710
1773211898420,-6368973
1773211898430,-5607650
1773211898440,-3451806
1773211898450,-434336
1773211898460,2720910
1773211898470,5174506
1773211898480,6342070
1773211898490,5969543
1773211898500,4129597
1773211898510,1259992
1773211898520,-1929086
1773211898530,-4629852
1773211898540,-6155184
1773211898550,-6178170
1773211898560,-4672075
1773211898570,-2006840
1773211898580,1182147
1773211898590,4077216
1773211898600,5932623
1773211898610,6337482
1773211898620,5204132
1773211898630,2776442
1773211898640,-342048
1773211898650,-3384375
1773211898660,-5554089
1773211898670,-6348726
1773211898680,-5587072
1773211898690,-3443986
1773211898700,-433406
1773211898710,2707738
1773211898720,5157440
1773211898730,6316741
1773211898740,5950856
1773211898750,4112715
1773211898760,1255438
1773211898770,-1929962
1773211898780,-4613365
1773211898790,-6129189
1773211898800,-6141741
1773211898810,-4645704
1773211898820,-1991422
1773211898830,1170451
1773211898840,4051698
1773211898850,5899566
1773211898860,6313843
1773211898870,5183163
1773211898880,2769472
1773211898890,-342249
1773211898900,-3373177
1773211898910,-5534982
1773211898920,-6319066
1773211898930,-5563169
1773211898940,-3423866
1773211898950,-432608
1773211898960,2691433
1773211898970,5129391
1773211898980,6297267
1773211898990,5932243
1773211899000,4104992
1773211899010,1251405
1773211899020,-1922353
1773211899030,-4600480
1773211899040,-6104181
1773211899050,-6120604
1773211899060,-4628115
1773211899070,-1988180
1773211899080,1166111
1773211899090,4032878
1773211899100,5881583
1773211899110,6292127
1773211899120,5168392
1773211899130,2757823
1773211899140,-340624
1773211899150,-3363603
1773211899160,-5510080
1773211899170,-6293377
1773211899180,-5536901
1773211899190,-3413091
1773211899200,-429781
1773211899210,2682040
1773211899220,5112341
1773211899230,6265519
1773211899240,5902289
1773211899250,4078902
1773211899260,1247022
1773211899270,-1913763
1773211899280,-4576496
1773211899290,-6078282
1773211899300,-6093247
1773211899310,-4614239
1773211899320,-1980852
1773211899330,1161416
1773211899340,4024043
1773211899350,5859119
1773211899360,6271968
1773211899370,5150041
1773211899380,2754652
1773211899390,-338224
1773211899400,-3352827
1773211899410,-5499692
1773211899420,-6280580
1773211899430,-5532171
1773211899440,-3406912
1773211899450,-431504
1773211899460,2679300
1773211899470,5102767
1773211899480,6260740
1773211899490,5897104
1773211899500,4083534
1773211899510,1247268
1773211899520,-1911316
1773211899530,-4578673
1773211899540,-6077981
1773211899550,-6097541
1773211899560,-4611725
1773211899570,-1983899
1773211899580,1161900
1773211899590,4022352
1773211899600,5863316
1773211899610,6271364
1773211899620,5154420
1773211899630,2751834
1773211899640,-339885
1773211899650,-3357112
1773211899660,-5498450
1773211899670,-6282056
1773211899680,-5528755
1773211899690,-3408206
1773211899700,-428880
1773211899710,2678194
1773211899720,5105011
1773211899730,6257729
1773211899740,5898268
1773211899750,4079444
1773211899760,1250319
1773211899770,-1909595
1773211899780,-4574034
1773211899790,-6079602
1773211899800,-6095478
1773211899810,-4614822
1773211899820,-1982037
1773211899830,1159629
1773211899840,4024251
1773211899850,5862132
1773211899860,6274156
1773211899870,5150926
1773211899880,2752476
1773211899890,-343178
1773211899900,-3355495
1773211899910,-5499764
1773211899920,-6277917
1773211899930,-5527946
1773211899940,-3405981
1773211899950,-434204
1773211899960,2674483
1773211899970,5099095
1773211899980,6259737
1773211899990,5898317
1773211900000,4084093
1773211900010,1249242
1773211900020,-1908316
1773211900030,-4577446
1773211900040,-6077950
1773211900050,-6096870
1773211900060,-4612635
1773211900070,-1985175
1773211900080,1162045
1773211900090,4022948
1773211900100,5864025
1773211900110,6271941
1773211900120,5152406
1773211900130,2750802
1773211900140,-338008
1773211900150,-3355082
1773211900160,-5498103
1773211900170,-6282661
1773211900180,-5528673
1773211900190,-3407770
1773211900200,-428220
1773211900210,2677655
1773211900220,5103137
1773211900230,6256798
1773211900240,5898617
1773211900250,4080166
1773211900260,1249485
1773211900270,-1910544
1773211900280,-4574300
1773211900290,-6077851
1773211900300,-6093507
1773211900310,-4614366
1773211900320,-1982885
1773211900330,1159231
1773211900340,4022958
1773211900350,5858976
1773211900360,6271043
1773211900370,5149546
1773211900380,2754515
1773211900390,-339696
1773211900400,-3352702
1773211900410,-5499391
1773211900420,-6279840
1773211900430,-5530704
1773211900440,-3406771
1773211900450,-432223
1773211900460,2678007
1773211900470,5101727
1773211900480,6259283
1773211900490,5895455
1773211900500,4081651
1773211900510,1247584
1773211900520,-1908924
1773211900530,-4575795
1773211900540,-6076194
1773211900550,-6096086
1773211900560,-4611857
1773211900570,-1984117
1773211900580,1160710
1773211900590,4020008
1773211900600,5861600
1773211900610,6271226
1773211900620,5154263
1773211900630,2753164
1773211900640,-338603
1773211900650,-3356031
1773211900660,-5497983
1773211900670,-6279928
1773211900680,-5523347
1773211900690,-3402255
1773211900700,-424999
1773211900710,2678353
1773211900720,5099027
