"Time","Z"
1773209371000,1200185
1773209371010,1032317
1773209371020,860429
1773209371030,682986
1773209371040,502199
1773209371050,321262
1773209371060,142442
1773209371070,-41202
1773209371080,-221761
1773209371090,-407197
1773209371100,-595124
1773209371110,-774350
1773209371120,-945927
1773209371130,-1112327
1773209371140,-1278679
1773209371150,-1443191
1773209371160,-1610622
1773209371170,-1776718
1773209371180,-1940132
1773209371190,-2096699
1773209371200,-2247724
1773209371210,-2389420
1773209371220,-2519092
1773209371230,-2637783
1773209371240,-2752929
1773209371250,-2861784
1773209371260,-2965083
1773209371270,-3062958
1773209371280,-3151753
1773209371290,-3230972
1773209371300,-3304221
1773209371310,-3365720
1773209371320,-3419635
1773209371330,-3464909
1773209371340,-3495541
1773209371350,-3509344
1773209371360,-3516640
1773209371370,-3531066
1773209371380,-3548524
1773209371390,-3555245
1773209371400,-3542521
1773209371410,-3511040
1773209371420,-3467239
1773209371430,-3413512
1773209371440,-3355861
1773209371450,-3296082
1773209371460,-3234480
1773209371470,-3167719
1773209371480,-3093125
1773209371490,-3007007
1773209371500,-2912507
1773209371510,-2809124
1773209371520,-2694235
1773209371530,-2569932
1773209371540,-2441887
1773209371550,-2311514
1773209371560,-2175925
1773209371570,-2034931
1773209371580,-1892001
1773209371590,-1741947
1773209371600,-1587003
1773209371610,-1427599
1773209371620,-1260965
1773209371630,-1080748
1773209371640,-900363
1773209371650,-724531
1773209371660,-551799
1773209371670,-383206
1773209371680,-214696
1773209371690,-40344
1773209371700,141284
1773209371710,323808
1773209371720,506700
1773209371730,689003
1773209371740,870353
1773209371750,1051656
1773209371760,1227852
1773209371770,1397967
1773209371780,1565532
1773209371790,1731843
1773209371800,1891282
1773209371810,2044982
1773209371820,2194549
1773209371830,2338846
1773209371840,2475739
1773209371850,2604942
1773209371860,2727731
1773209371870,2844475
1773209371880,2953601
1773209371890,3053826
1773209371900,3145214
1773209371910,3227879
1773209371920,3302056
1773209371930,3368221
1773209371940,3426243
1773209371950,3478808
1773209371960,3520843
1773209371970,3548657
1773209371980,3568919
1773209371990,3580718
1773209372000,3585252
1773209372010,3585097
1773209372020,3571985
1773209372030,3547792
1773209372040,3516792
1773209372050,3478846
1773209372060,3432094
1773209372070,3378375
1773209372080,3316057
1773209372090,3245891
1773209372100,3168079
1773209372110,3081675
1773209372120,2985907
1773209372130,2886308
1773209372140,2779663
1773209372150,2664624
1773209372160,2542468
1773209372170,2416126
1773209372180,2281737
1773209372190,2139242
1773209372200,1991448
1773209372210,1841215
1773209372220,1686040
1773209372230,1527343
1773209372240,1365351
1773209372250,1200370
1773209372260,1033256
1773209372270,862693
1773209372280,683951
1773209372290,503428
1773209372300,321147
1773209372310,141327
1773209372320,-41949
1773209372330,-220842
1773209372340,-405715
1773209372350,-591984
1773209372360,-770890
1773209372370,-942001
1773209372380,-1109741
1773209372390,-1276043
1773209372400,-1440888
1773209372410,-1608768
1773209372420,-1776345
1773209372430,-1939117
1773209372440,-2096283
1773209372450,-2246201
1773209372460,-2387902
1773209372470,-2517597
1773209372480,-2636785
1773209372490,-2750840
1773209372500,-2859410
1773209372510,-2962526
1773209372520,-3063260
1773209372530,-3152874
1773209372540,-3233050
1773209372550,-3305765
1773209372560,-3366316
1773209372570,-3416331
1773209372580,-3459597
1773209372590,-3488921
1773209372600,-3508641
1773209372610,-3525499
1773209372620,-3536626
1773209372630,-3543794
1773209372640,-3544148
1773209372650,-3529480
1773209372660,-3501510
1773209372670,-3463063
1773209372680,-3416721
1773209372690,-3364039
1773209372700,-3306151
1773209372710,-3241219
1773209372720,-3171002
1773209372730,-3091603
1773209372740,-3003540
1773209372750,-2908546
1773209372760,-2805732
1773209372770,-2693188
1773209372780,-2573464
1773209372790,-2444826
1773209372800,-2314350
1773209372810,-2177509
1773209372820,-2034024
1773209372830,-1889245
1773209372840,-1740545
1773209372850,-1585214
1773209372860,-1425625
1773209372870,-1259938
1773209372880,-1081539
1773209372890,-900325
1773209372900,-724727
1773209372910,-550740
1773209372920,-382113
1773209372930,-213122
1773209372940,-39510
1773209372950,141525
1773209372960,322477
1773209372970,505204
1773209372980,685858
1773209372990,866580
1773209373000,1045498
1773209373010,1222485
1773209373020,1393897
1773209373030,1562039
1773209373040,1729282
1773209373050,1890952
1773209373060,2044027
1773209373070,2194452
1773209373080,2337736
1773209373090,2473924
1773209373100,2601890
1773209373110,2726421
1773209373120,2842938
1773209373130,2952047
1773209373140,3051377
1773209373150,3143110
1773209373160,3225094
1773209373170,3299783
1773209373180,3364711
1773209373190,3422924
1773209373200,3475601
1773209373210,3519371
1773209373220,3547480
1773209373230,3567012
1773209373240,3577172
1773209373250,3584957
1773209373260,3587217
1773209373270,3575834
1773209373280,3549952
1773209373290,3517455
1773209373300,3476121
1773209373310,3429189
1773209373320,3375954
1773209373330,3315333
1773209373340,3245999
1773209373350,3170319
1773209373360,3083980
1773209373370,2989076
1773209373380,2888223
1773209373390,2780494
1773209373400,2663748
1773209373410,2541746
1773209373420,2415311
1773209373430,2283114
1773209373440,2140287
1773209373450,1992162
1773209373460,1839812
1773209373470,1684801
1773209373480,1526004
1773209373490,1365079
1773209373500,1200648
1773209373510,1035679
1773209373520,865210
1773209373530,687021
1773209373540,505386
1773209373550,323224
1773209373560,140884
1773209373570,-42794
1773209373580,-222900
1773209373590,-407546
1773209373600,-593809
1773209373610,-770471
1773209373620,-941632
1773209373630,-1108971
1773209373640,-1276438
1773209373650,-1440627
1773209373660,-1608738
1773209373670,-1775188
1773209373680,-1938383
1773209373690,-2094387
1773209373700,-2245329
1773209373710,-2386725
1773209373720,-2517466
1773209373730,-2636570
1773209373740,-2750760
