Direction,Folder,CSV_File,Sensor_Key,Channel,Nominal_Frequency_Hz,Duration_s,Samples,Mean,Std,RMS_centered,Peak,Valley,Peak_to_Peak,FFT_Amplitude_at_Nominal,FFT_Phase_deg_at_Nominal,FFT_Sensitivity_at_Nominal
vertical,2.34 0.8hz,cc_8d_a2_e8_db_a8-data-2026-03-17 10_54_11.csv,db_a8,Z,0.8,65.32,6532,8855.953766074708,2782238.2006732174,2782238.2006732174,3940442.0,-3921772.0,7862214.0,3774508.7631842173,-114.68774096669358,754901.7526368435
